O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,Date,Domain Source
15-1244.00,Network and Computer Systems Administrators,1.B.1.e,Enterprising,OI,Occupational Interests,3.46,02/2026,Machine Learning/Expert
15-1244.00,Network and Computer Systems Administrators,1.B.1.f,Conventional,OI,Occupational Interests,6.18,02/2026,Machine Learning/Expert
15-1244.00,Network and Computer Systems Administrators,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
15-1244.00,Network and Computer Systems Administrators,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
15-1244.00,Network and Computer Systems Administrators,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
15-1251.00,Computer Programmers,1.B.1.a,Realistic,OI,Occupational Interests,3.37,02/2026,Machine Learning/Expert
15-1251.00,Computer Programmers,1.B.1.b,Investigative,OI,Occupational Interests,5.10,02/2026,Machine Learning/Expert
15-1251.00,Computer Programmers,1.B.1.c,Artistic,OI,Occupational Interests,2.51,02/2026,Machine Learning/Expert
15-1251.00,Computer Programmers,1.B.1.d,Social,OI,Occupational Interests,1.98,02/2026,Machine Learning/Expert
15-1251.00,Computer Programmers,1.B.1.e,Enterprising,OI,Occupational Interests,2.09,02/2026,Machine Learning/Expert
15-1251.00,Computer Programmers,1.B.1.f,Conventional,OI,Occupational Interests,5.92,02/2026,Machine Learning/Expert
15-1251.00,Computer Programmers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
15-1251.00,Computer Programmers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
15-1251.00,Computer Programmers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
15-1252.00,Software Developers,1.B.1.a,Realistic,OI,Occupational Interests,3.61,02/2026,Machine Learning/Expert
15-1252.00,Software Developers,1.B.1.b,Investigative,OI,Occupational Interests,6.05,02/2026,Machine Learning/Expert
15-1252.00,Software Developers,1.B.1.c,Artistic,OI,Occupational Interests,2.37,02/2026,Machine Learning/Expert
15-1252.00,Software Developers,1.B.1.d,Social,OI,Occupational Interests,1.81,02/2026,Machine Learning/Expert
15-1252.00,Software Developers,1.B.1.e,Enterprising,OI,Occupational Interests,1.87,02/2026,Machine Learning/Expert
15-1252.00,Software Developers,1.B.1.f,Conventional,OI,Occupational Interests,5.62,02/2026,Machine Learning/Expert
15-1252.00,Software Developers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
15-1252.00,Software Developers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
15-1252.00,Software Developers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
15-1253.00,Software Quality Assurance Analysts and Testers,1.B.1.a,Realistic,OI,Occupational Interests,3.80,02/2026,Machine Learning/Expert
15-1253.00,Software Quality Assurance Analysts and Testers,1.B.1.b,Investigative,OI,Occupational Interests,5.76,02/2026,Machine Learning/Expert
15-1253.00,Software Quality Assurance Analysts and Testers,1.B.1.c,Artistic,OI,Occupational Interests,1.69,02/2026,Machine Learning/Expert
15-1253.00,Software Quality Assurance Analysts and Testers,1.B.1.d,Social,OI,Occupational Interests,1.53,02/2026,Machine Learning/Expert
15-1253.00,Software Quality Assurance Analysts and Testers,1.B.1.e,Enterprising,OI,Occupational Interests,1.57,02/2026,Machine Learning/Expert
15-1253.00,Software Quality Assurance Analysts and Testers,1.B.1.f,Conventional,OI,Occupational Interests,5.67,02/2026,Machine Learning/Expert
15-1253.00,Software Quality Assurance Analysts and Testers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
15-1253.00,Software Quality Assurance Analysts and Testers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
15-1253.00,Software Quality Assurance Analysts and Testers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
15-1254.00,Web Developers,1.B.1.a,Realistic,OI,Occupational Interests,2.98,02/2026,Machine Learning/Expert
15-1254.00,Web Developers,1.B.1.b,Investigative,OI,Occupational Interests,5.01,02/2026,Machine Learning/Expert
15-1254.00,Web Developers,1.B.1.c,Artistic,OI,Occupational Interests,3.13,02/2026,Machine Learning/Expert
15-1254.00,Web Developers,1.B.1.d,Social,OI,Occupational Interests,2.22,02/2026,Machine Learning/Expert
15-1254.00,Web Developers,1.B.1.e,Enterprising,OI,Occupational Interests,2.96,02/2026,Machine Learning/Expert
15-1254.00,Web Developers,1.B.1.f,Conventional,OI,Occupational Interests,5.03,02/2026,Machine Learning/Expert
15-1254.00,Web Developers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
15-1254.00,Web Developers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
15-1254.00,Web Developers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
15-1255.00,Web and Digital Interface Designers,1.B.1.a,Realistic,OI,Occupational Interests,2.59,02/2026,Machine Learning/Expert
15-1255.00,Web and Digital Interface Designers,1.B.1.b,Investigative,OI,Occupational Interests,4.88,02/2026,Machine Learning/Expert
15-1255.00,Web and Digital Interface Designers,1.B.1.c,Artistic,OI,Occupational Interests,4.48,02/2026,Machine Learning/Expert
15-1255.00,Web and Digital Interface Designers,1.B.1.d,Social,OI,Occupational Interests,2.20,02/2026,Machine Learning/Expert
15-1255.00,Web and Digital Interface Designers,1.B.1.e,Enterprising,OI,Occupational Interests,3.13,02/2026,Machine Learning/Expert
15-1255.00,Web and Digital Interface Designers,1.B.1.f,Conventional,OI,Occupational Interests,4.40,02/2026,Machine Learning/Expert
15-1255.00,Web and Digital Interface Designers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
15-1255.00,Web and Digital Interface Designers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,3.00,02/2026,Machine Learning/Expert
15-1255.00,Web and Digital Interface Designers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
15-1255.01,Video Game Designers,1.B.1.a,Realistic,OI,Occupational Interests,2.77,02/2026,Machine Learning/Expert
15-1255.01,Video Game Designers,1.B.1.b,Investigative,OI,Occupational Interests,4.15,02/2026,Machine Learning/Expert
15-1255.01,Video Game Designers,1.B.1.c,Artistic,OI,Occupational Interests,6.38,02/2026,Machine Learning/Expert
15-1255.01,Video Game Designers,1.B.1.d,Social,OI,Occupational Interests,2.30,02/2026,Machine Learning/Expert
15-1255.01,Video Game Designers,1.B.1.e,Enterprising,OI,Occupational Interests,3.92,02/2026,Machine Learning/Expert
15-1255.01,Video Game Designers,1.B.1.f,Conventional,OI,Occupational Interests,3.85,02/2026,Machine Learning/Expert
15-1255.01,Video Game Designers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,3.00,02/2026,Machine Learning/Expert
15-1255.01,Video Game Designers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
15-1255.01,Video Game Designers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
15-1299.01,Web Administrators,1.B.1.a,Realistic,OI,Occupational Interests,2.45,02/2026,Machine Learning/Expert
15-1299.01,Web Administrators,1.B.1.b,Investigative,OI,Occupational Interests,4.41,02/2026,Machine Learning/Expert
15-1299.01,Web Administrators,1.B.1.c,Artistic,OI,Occupational Interests,2.42,02/2026,Machine Learning/Expert
15-1299.01,Web Administrators,1.B.1.d,Social,OI,Occupational Interests,2.27,02/2026,Machine Learning/Expert
15-1299.01,Web Administrators,1.B.1.e,Enterprising,OI,Occupational Interests,3.77,02/2026,Machine Learning/Expert
15-1299.01,Web Administrators,1.B.1.f,Conventional,OI,Occupational Interests,5.54,02/2026,Machine Learning/Expert
15-1299.01,Web Administrators,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
15-1299.01,Web Administrators,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
15-1299.01,Web Administrators,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,5.00,02/2026,Machine Learning/Expert
15-1299.02,Geographic Information Systems Technologists and Technicians,1.B.1.a,Realistic,OI,Occupational Interests,4.26,11/2023,Machine Learning
15-1299.02,Geographic Information Systems Technologists and Technicians,1.B.1.b,Investigative,OI,Occupational Interests,5.19,11/2023,Machine Learning
15-1299.02,Geographic Information Systems Technologists and Technicians,1.B.1.c,Artistic,OI,Occupational Interests,2.31,11/2023,Machine Learning
15-1299.02,Geographic Information Systems Technologists and Technicians,1.B.1.d,Social,OI,Occupational Interests,1.93,11/2023,Machine Learning
15-1299.02,Geographic Information Systems Technologists and Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.93,11/2023,Machine Learning
15-1299.02,Geographic Information Systems Technologists and Technicians,1.B.1.f,Conventional,OI,Occupational Interests,5.88,11/2023,Machine Learning
15-1299.02,Geographic Information Systems Technologists and Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6.00,11/2023,Machine Learning
15-1299.02,Geographic Information Systems Technologists and Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,11/2023,Machine Learning
15-1299.02,Geographic Information Systems Technologists and Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1.00,11/2023,Machine Learning
15-1299.03,Document Management Specialists,1.B.1.a,Realistic,OI,Occupational Interests,1.75,02/2026,Machine Learning/Expert
15-1299.03,Document Management Specialists,1.B.1.b,Investigative,OI,Occupational Interests,3.89,02/2026,Machine Learning/Expert
15-1299.03,Document Management Specialists,1.B.1.c,Artistic,OI,Occupational Interests,1.81,02/2026,Machine Learning/Expert
15-1299.03,Document Management Specialists,1.B.1.d,Social,OI,Occupational Interests,2.29,02/2026,Machine Learning/Expert
15-1299.03,Document Management Specialists,1.B.1.e,Enterprising,OI,Occupational Interests,2.93,02/2026,Machine Learning/Expert
15-1299.03,Document Management Specialists,1.B.1.f,Conventional,OI,Occupational Interests,6.74,02/2026,Machine Learning/Expert
15-1299.03,Document Management Specialists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
15-1299.03,Document Management Specialists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
15-1299.03,Document Management Specialists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
15-1299.04,Penetration Testers,1.B.1.a,Realistic,OI,Occupational Interests,3.91,02/2026,Machine Learning/Expert
15-1299.04,Penetration Testers,1.B.1.b,Investigative,OI,Occupational Interests,5.19,02/2026,Machine Learning/Expert
15-1299.04,Penetration Testers,1.B.1.c,Artistic,OI,Occupational Interests,1.31,02/2026,Machine Learning/Expert
15-1299.04,Penetration Testers,1.B.1.d,Social,OI,Occupational Interests,1.99,02/2026,Machine Learning/Expert
15-1299.04,Penetration Testers,1.B.1.e,Enterprising,OI,Occupational Interests,2.10,02/2026,Machine Learning/Expert
15-1299.04,Penetration Testers,1.B.1.f,Conventional,OI,Occupational Interests,5.18,02/2026,Machine Learning/Expert
15-1299.04,Penetration Testers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
15-1299.04,Penetration Testers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
15-1299.04,Penetration Testers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
15-1299.05,Information Security Engineers,1.B.1.a,Realistic,OI,Occupational Interests,4.30,02/2026,Machine Learning/Expert
15-1299.05,Information Security Engineers,1.B.1.b,Investigative,OI,Occupational Interests,5.54,02/2026,Machine Learning/Expert
15-1299.05,Information Security Engineers,1.B.1.c,Artistic,OI,Occupational Interests,1.33,02/2026,Machine Learning/Expert
15-1299.05,Information Security Engineers,1.B.1.d,Social,OI,Occupational Interests,1.83,02/2026,Machine Learning/Expert
15-1299.05,Information Security Engineers,1.B.1.e,Enterprising,OI,Occupational Interests,2.66,02/2026,Machine Learning/Expert
15-1299.05,Information Security Engineers,1.B.1.f,Conventional,OI,Occupational Interests,6.06,02/2026,Machine Learning/Expert
15-1299.05,Information Security Engineers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
15-1299.05,Information Security Engineers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
15-1299.05,Information Security Engineers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
15-1299.06,Digital Forensics Analysts,1.B.1.a,Realistic,OI,Occupational Interests,3.20,02/2026,Machine Learning/Expert
15-1299.06,Digital Forensics Analysts,1.B.1.b,Investigative,OI,Occupational Interests,6.11,02/2026,Machine Learning/Expert
15-1299.06,Digital Forensics Analysts,1.B.1.c,Artistic,OI,Occupational Interests,1.69,02/2026,Machine Learning/Expert
15-1299.06,Digital Forensics Analysts,1.B.1.d,Social,OI,Occupational Interests,1.65,02/2026,Machine Learning/Expert
15-1299.06,Digital Forensics Analysts,1.B.1.e,Enterprising,OI,Occupational Interests,2.71,02/2026,Machine Learning/Expert
15-1299.06,Digital Forensics Analysts,1.B.1.f,Conventional,OI,Occupational Interests,6.03,02/2026,Machine Learning/Expert
15-1299.06,Digital Forensics Analysts,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
15-1299.06,Digital Forensics Analysts,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
15-1299.06,Digital Forensics Analysts,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
15-1299.07,Blockchain Engineers,1.B.1.a,Realistic,OI,Occupational Interests,3.40,11/2023,Machine Learning
15-1299.07,Blockchain Engineers,1.B.1.b,Investigative,OI,Occupational Interests,5.28,11/2023,Machine Learning
15-1299.07,Blockchain Engineers,1.B.1.c,Artistic,OI,Occupational Interests,2.07,11/2023,Machine Learning
15-1299.07,Blockchain Engineers,1.B.1.d,Social,OI,Occupational Interests,1.57,11/2023,Machine Learning
15-1299.07,Blockchain Engineers,1.B.1.e,Enterprising,OI,Occupational Interests,3.39,11/2023,Machine Learning
15-1299.07,Blockchain Engineers,1.B.1.f,Conventional,OI,Occupational Interests,5.69,11/2023,Machine Learning
15-1299.07,Blockchain Engineers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6.00,11/2023,Machine Learning
15-1299.07,Blockchain Engineers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,11/2023,Machine Learning
15-1299.07,Blockchain Engineers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,11/2023,Machine Learning
15-1299.08,Computer Systems Engineers/Architects,1.B.1.a,Realistic,OI,Occupational Interests,4.10,02/2026,Machine Learning/Expert
15-1299.08,Computer Systems Engineers/Architects,1.B.1.b,Investigative,OI,Occupational Interests,5.46,02/2026,Machine Learning/Expert
15-1299.08,Computer Systems Engineers/Architects,1.B.1.c,Artistic,OI,Occupational Interests,1.88,02/2026,Machine Learning/Expert
15-1299.08,Computer Systems Engineers/Architects,1.B.1.d,Social,OI,Occupational Interests,2.10,02/2026,Machine Learning/Expert
15-1299.08,Computer Systems Engineers/Architects,1.B.1.e,Enterprising,OI,Occupational Interests,3.03,02/2026,Machine Learning/Expert
15-1299.08,Computer Systems Engineers/Architects,1.B.1.f,Conventional,OI,Occupational Interests,5.76,02/2026,Machine Learning/Expert
15-1299.08,Computer Systems Engineers/Architects,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
15-1299.08,Computer Systems Engineers/Architects,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
15-1299.08,Computer Systems Engineers/Architects,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
