O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,15569,Perform protein functional analysis and engineering for processing of feedstock and creation of biofuels.,Supplemental,97,07/2014,Incumbent
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,15581,"Conduct research to breed or develop energy crops with improved biomass yield, environmental adaptability, pest resistance, production efficiency, bioprocessing characteristics, or reduced environmental impacts.",Supplemental,99,07/2014,Incumbent
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,15564,Develop computational tools or approaches to improve biofuels research and development activities.,Supplemental,98,07/2014,Incumbent
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,15570,Develop separation processes to recover biofuels.,Supplemental,98,07/2014,Incumbent
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,15575,"Design chemical conversion processes, such as etherification, esterification, interesterification, transesterification, distillation, hydrogenation, oxidation or reduction of fats and oils, and vegetable oil refining.",Supplemental,99,07/2014,Incumbent
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,15573,Design or execute solvent or product recovery experiments in laboratory or field settings.,Supplemental,99,07/2014,Incumbent
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,15571,Develop methods to recover ethanol or other fuels from complex bioreactor liquid and gas streams.,Supplemental,100,07/2014,Incumbent
11-9051.00,Food Service Managers,15199,Count money and make bank deposits.,Core,108,08/2025,Incumbent
11-9051.00,Food Service Managers,1086,Establish standards for personnel performance and customer service.,Core,108,08/2025,Incumbent
11-9051.00,Food Service Managers,1085,Keep records required by government agencies regarding sanitation or food subsidies.,Core,105,08/2025,Incumbent
11-9051.00,Food Service Managers,1082,Schedule staff hours and assign duties.,Core,108,08/2025,Incumbent
11-9051.00,Food Service Managers,1078,"Investigate and resolve complaints regarding food quality, service, or accommodations.",Core,106,08/2025,Incumbent
11-9051.00,Food Service Managers,1090,"Maintain food and equipment inventories, and keep inventory records.",Core,107,08/2025,Incumbent
11-9051.00,Food Service Managers,1089,"Perform some food preparation or service tasks, such as cooking, clearing tables, and serving food and drinks when necessary.",Core,107,08/2025,Incumbent
11-9051.00,Food Service Managers,1081,"Monitor budgets and payroll records, and review financial transactions to ensure that expenditures are authorized and budgeted.",Core,108,08/2025,Incumbent
11-9051.00,Food Service Managers,1079,"Schedule and receive food and beverage deliveries, checking delivery contents to verify product quality and quantity.",Core,107,08/2025,Incumbent
11-9051.00,Food Service Managers,1084,Coordinate assignments of cooking personnel to ensure economical use of food and timely preparation.,Core,106,08/2025,Incumbent
11-9051.00,Food Service Managers,1091,"Organize and direct worker training programs, resolve personnel problems, hire new staff, and evaluate employee performance in dining and lodging facilities.",Core,107,08/2025,Incumbent
11-9051.00,Food Service Managers,1095,"Assess staffing needs and recruit staff, using methods such as newspaper advertisements or attendance at job fairs.",Core,106,08/2025,Incumbent
11-9051.00,Food Service Managers,1087,"Estimate food, liquor, wine, and other beverage consumption to anticipate amounts to be purchased or requisitioned.",Core,108,08/2025,Incumbent
11-9051.00,Food Service Managers,1080,"Monitor food preparation methods, portion sizes, and garnishing and presentation of food to ensure that food is prepared and presented in an acceptable manner.",Core,107,08/2025,Incumbent
11-9051.00,Food Service Managers,1083,"Monitor compliance with health and fire regulations regarding food preparation and serving, and building maintenance in lodging and dining facilities.",Core,107,08/2025,Incumbent
11-9051.00,Food Service Managers,1077,Test cooked food by tasting and smelling it to ensure palatability and flavor conformity.,Core,108,08/2025,Incumbent
11-9051.00,Food Service Managers,1092,Order and purchase equipment and supplies.,Core,105,08/2025,Incumbent
11-9051.00,Food Service Managers,1088,"Review work procedures and operational problems to determine ways to improve service, performance, or safety.",Core,107,08/2025,Incumbent
11-9051.00,Food Service Managers,1096,"Arrange for equipment maintenance and repairs, and coordinate a variety of services, such as waste removal and pest control.",Core,108,08/2025,Incumbent
11-9051.00,Food Service Managers,1097,Monitor employee and patron activities to ensure liquor regulations are obeyed.,Supplemental,104,08/2025,Incumbent
11-9051.00,Food Service Managers,1098,"Greet guests, escort them to their seats, and present them with menus and wine lists.",Supplemental,108,08/2025,Incumbent
11-9051.00,Food Service Managers,1094,"Record the number, type, and cost of items sold to determine which items may be unpopular or less profitable.",Supplemental,106,08/2025,Incumbent
11-9051.00,Food Service Managers,1100,"Plan menus and food utilization, based on anticipated number of guests, nutritional value, palatability, popularity, and costs.",Supplemental,105,08/2025,Incumbent
11-9051.00,Food Service Managers,1093,"Review menus and analyze recipes to determine labor and overhead costs, and assign prices to menu items.",Supplemental,107,08/2025,Incumbent
11-9051.00,Food Service Managers,1102,Take dining reservations.,Supplemental,107,08/2025,Incumbent
11-9051.00,Food Service Managers,1101,Create specialty dishes and develop recipes to be used in dining facilities.,Supplemental,108,08/2025,Incumbent
11-9051.00,Food Service Managers,1103,"Schedule use of facilities or catering services for events such as banquets or receptions, and negotiate details of arrangements with clients.",Supplemental,108,08/2025,Incumbent
11-9051.00,Food Service Managers,1099,"Establish and enforce nutritional standards for dining establishments, based on accepted industry standards.",Supplemental,108,08/2025,Incumbent
11-9071.00,Gambling Managers,7185,"Resolve customer complaints regarding problems, such as payout errors.",Core,76,08/2023,Incumbent
11-9071.00,Gambling Managers,7186,"Remove suspected cheaters, such as card counters or other players who may have systems that shift the odds of winning to their favor.",Core,75,08/2023,Incumbent
11-9071.00,Gambling Managers,7196,Track supplies of money to tables and perform any required paperwork.,Core,75,08/2023,Incumbent
11-9071.00,Gambling Managers,7190,"Explain and interpret house rules, such as game rules or betting limits.",Core,75,08/2023,Incumbent
11-9071.00,Gambling Managers,7193,Prepare work schedules and station arrangements and keep attendance records.,Core,75,08/2023,Incumbent
11-9071.00,Gambling Managers,7191,"Monitor staffing levels to ensure that games and tables are adequately staffed for each shift, arranging for staff rotations and breaks and locating substitute employees as necessary.",Core,75,08/2023,Incumbent
11-9071.00,Gambling Managers,7187,"Maintain familiarity with all games used at a facility, as well as strategies or tricks employed in those games.",Core,76,08/2023,Incumbent
11-9071.00,Gambling Managers,7188,Train new workers or evaluate their performance.,Core,76,08/2023,Incumbent
11-9071.00,Gambling Managers,20472,Market or promote the casino to bring in business.,Core,76,08/2023,Incumbent
11-9071.00,Gambling Managers,7192,Interview and hire workers.,Core,76,08/2023,Incumbent
11-9071.00,Gambling Managers,7194,"Direct the distribution of complimentary hotel rooms, meals, or other discounts or free items given to players, based on their length of play and betting totals.",Core,76,08/2023,Incumbent
11-9071.00,Gambling Managers,7195,"Establish policies on issues, such as the type of gambling offered and the odds, the extension of credit, or the serving of food and beverages.",Core,75,08/2023,Incumbent
